x_coordinate,y_coordinate,month,week,day_of_week,Predicted_CATEGORY
7641899,697780,2,8,Friday,OTHER
7648083,687414,2,9,Monday,OTHER
7670476,686140,1,4,Sunday,STREET CRIMES
7640090,707126,4,15,Friday,STREET CRIMES
7644066,680915,5,21,Monday,OTHER
7688232,693210,4,16,Monday,STREET CRIMES
7666117,687822,5,21,Saturday,OTHER
7642638,718731,4,16,Friday,OTHER
7669133,671870,2,9,Monday,OTHER
7671739,686112,5,19,Sunday,OTHER
7641911,681877,4,15,Monday,OTHER
7690024,681395,4,16,Saturday,OTHER
7668098,697829,5,19,Thursday,OTHER
7633188,668638,5,22,Tuesday,OTHER
7673516,686414,1,2,Thursday,OTHER
7641881,677910,2,9,Tuesday,OTHER
7647256,686538,3,11,Wednesday,OTHER
7630124,664815,1,3,Thursday,OTHER
7668350,693629,3,12,Tuesday,OTHER
7674970,689034,5,20,Saturday,OTHER
7626421,713669,1,1,Saturday,OTHER
7650590,674345,1,1,Sunday,OTHER
7661463,677382,1,4,Wednesday,OTHER
7643972,716338,5,20,Sunday,OTHER
7655098,674273,3,11,Wednesday,OTHER
7648816,705354,4,17,Monday,OTHER
7648297,698689,4,16,Tuesday,OTHER
7669609,685377,5,19,Saturday,OTHER
7656383,681899,3,9,Sunday,OTHER
7649818,688536,3,11,Wednesday,OTHER
7648664,682078,3,13,Thursday,OTHER
7650089,688397,4,15,Saturday,OTHER
7681167,674165,4,15,Monday,OTHER
7671733,678840,1,2,Saturday,OTHER
7654242,682760,5,18,Wednesday,OTHER
7636581,662340,1,2,Wednesday,OTHER
7653200,661708,3,12,Tuesday,OTHER
7673516,686414,1,1,Wednesday,OTHER
7678347,687765,5,20,Wednesday,OTHER
7629753,671832,3,13,Friday,OTHER
7689486,674940,1,2,Thursday,OTHER
7641997,678050,3,10,Monday,OTHER
7669545,688907,3,11,Thursday,OTHER
7657598,671755,1,2,Friday,OTHER
7641452,681765,1,1,Saturday,OTHER
7673043,687101,1,3,Saturday,OTHER
7673529,701416,3,13,Friday,OTHER
7667882,688864,3,10,Tuesday,OTHER
7649696,685879,4,16,Wednesday,OTHER
7648946,682394,4,14,Friday,OTHER
7643571,677885,5,18,Tuesday,OTHER
7671480,681681,2,6,Thursday,OTHER
7642527,680986,5,22,Wednesday,OTHER
7645748,684552,5,19,Monday,OTHER
7627079,713376,1,2,Friday,OTHER
7674733,682519,5,22,Tuesday,OTHER
7672414,672500,2,7,Monday,OTHER
7656169,687148,5,19,Sunday,OTHER
7676033,687365,2,7,Thursday,OTHER
7660126,676257,2,9,Tuesday,OTHER
7669785,661924,4,17,Saturday,OTHER
7639462,681793,5,22,Wednesday,OTHER
7650269,686436,2,7,Friday,OTHER
7654856,693057,4,14,Tuesday,OTHER
7639304,699590,3,9,Wednesday,OTHER
7648527,688836,1,4,Saturday,OTHER
7644195,680457,4,14,Wednesday,OTHER
7683325,674713,2,5,Saturday,OTHER
7641991,682069,3,9,Wednesday,OTHER
7668688,674708,4,14,Saturday,OTHER
7647767,697419,2,6,Thursday,OTHER
7621042,694080,3,9,Sunday,OTHER
7668219,664247,2,9,Tuesday,OTHER
7648337,698754,2,7,Friday,OTHER
7645447,667578,5,18,Thursday,OTHER
7651516,696264,5,18,Wednesday,OTHER
7670857,681433,4,14,Sunday,OTHER
7642948,683852,1,3,Sunday,OTHER
7667345,688484,1,1,Tuesday,OTHER
7644487,685933,1,3,Friday,OTHER
7644276,682656,4,15,Tuesday,OTHER
7647845,683649,4,14,Thursday,OTHER
7672025,665407,1,1,Wednesday,OTHER
7692190,676351,5,20,Tuesday,OTHER
7691553,666475,2,6,Wednesday,OTHER
7647730,690690,3,12,Monday,OTHER
7649485,688751,3,11,Friday,OTHER
7678503,702922,3,10,Saturday,OTHER
7666700,666009,2,7,Friday,OTHER
7651905,681883,5,20,Wednesday,OTHER
7683095,671223,5,20,Tuesday,OTHER
7657986,674434,1,4,Thursday,OTHER
7663487,691326,4,15,Thursday,OTHER
7672022,674051,4,16,Wednesday,OTHER
7629987,710199,2,7,Thursday,OTHER
7648583,698665,5,19,Friday,OTHER
7655063,687702,5,21,Sunday,OTHER
7683016,673024,1,1,Tuesday,OTHER
7633629,710535,2,7,Saturday,OTHER
7643555,704158,3,9,Sunday,OTHER
7675340,682500,5,19,Saturday,OTHER
7649008,704025,3,12,Friday,OTHER
7644548,684100,2,5,Thursday,OTHER
7664889,688090,3,12,Tuesday,OTHER
7637906,696679,5,19,Saturday,OTHER
7650320,687621,1,5,Monday,OTHER
7642077,681312,1,3,Thursday,OTHER
7644610,683660,3,9,Friday,OTHER
7628139,710982,1,2,Friday,OTHER
7644727,681628,5,21,Thursday,OTHER
7656234,697054,4,14,Sunday,OTHER
7667343,699584,1,2,Saturday,OTHER
7641859,681908,5,19,Monday,OTHER
7669951,673439,1,1,Tuesday,OTHER
7669125,673232,4,15,Sunday,OTHER
7648118,684420,4,16,Friday,OTHER
7679797,686453,2,8,Friday,OTHER
7651921,682680,2,7,Monday,OTHER
7650579,687362,1,2,Thursday,STREET CRIMES
7663488,666725,5,19,Wednesday,OTHER
7643962,716624,5,18,Sunday,OTHER
7647011,676228,3,11,Sunday,OTHER
7650586,690232,2,7,Saturday,STREET CRIMES
7693600,677322,2,6,Saturday,OTHER
7672505,663105,3,13,Wednesday,STREET CRIMES
7667565,686454,3,9,Friday,OTHER
7648420,682695,3,11,Sunday,OTHER
7651367,680356,3,10,Saturday,OTHER
7645005,716296,1,4,Sunday,OTHER
7647583,683660,3,11,Wednesday,OTHER
7680818,671407,2,5,Friday,OTHER
7648442,708680,2,7,Monday,OTHER
7629899,706772,2,6,Sunday,OTHER
7673064,687264,5,22,Wednesday,OTHER
7676174,681292,2,8,Tuesday,OTHER
7644768,713185,3,11,Monday,OTHER
7657780,684192,4,16,Wednesday,OTHER
7654454,684109,1,2,Monday,OTHER
7659619,697807,2,6,Wednesday,OTHER
7683137,678169,5,21,Sunday,OTHER
7657847,673591,3,9,Sunday,OTHER
7671884,674319,4,16,Sunday,OTHER
7651851,686273,5,21,Monday,OTHER
7644487,685933,4,17,Sunday,OTHER
7616532,708566,2,8,Sunday,OTHER
7647212,688355,1,2,Monday,OTHER
7680699,674712,5,20,Tuesday,OTHER
7644221,701398,3,12,Monday,OTHER
7679811,684683,2,7,Monday,OTHER
7643659,717356,4,14,Monday,OTHER
7640671,685222,3,10,Thursday,OTHER
7669872,693709,4,16,Friday,STREET CRIMES
7689966,682454,1,4,Sunday,OTHER
7669792,688701,4,15,Friday,OTHER
7668578,670266,1,4,Tuesday,OTHER
7660678,674666,5,18,Tuesday,OTHER
7647025,704078,2,8,Sunday,OTHER
7670801,695517,5,22,Wednesday,OTHER
7669545,688907,1,1,Sunday,OTHER
7668304,686447,4,17,Friday,OTHER
7616725,713917,5,19,Friday,OTHER
7643323,681080,5,19,Thursday,OTHER
7644022,682732,3,11,Monday,OTHER
7654327,674361,3,11,Wednesday,OTHER
7665497,696889,3,11,Tuesday,OTHER
7680962,686117,3,13,Tuesday,OTHER
7680720,695366,3,11,Monday,OTHER
7650312,681931,2,6,Wednesday,OTHER
7647716,689270,2,7,Friday,OTHER
7673800,686572,3,9,Thursday,OTHER
7644834,686438,5,20,Wednesday,OTHER
7658143,680146,5,20,Friday,OTHER
7642018,681899,3,11,Friday,OTHER
7669332,674627,1,1,Tuesday,STREET CRIMES
7639799,681523,1,1,Thursday,OTHER
7689368,696810,5,20,Sunday,OTHER
7676940,674850,4,17,Sunday,OTHER
7661362,673883,3,9,Friday,OTHER
7664011,695603,2,8,Saturday,OTHER
7673516,686414,5,22,Monday,OTHER
7642566,679986,4,15,Sunday,OTHER
7656790,712183,2,7,Friday,OTHER
7647597,703783,5,18,Thursday,OTHER
7624217,687903,3,11,Monday,OTHER
7653438,703839,5,18,Tuesday,OTHER
7678479,679224,3,13,Thursday,OTHER
7645603,711141,5,18,Friday,OTHER
7643069,683716,4,16,Monday,OTHER
7680084,695850,3,12,Thursday,OTHER
7648076,683118,3,13,Thursday,OTHER
7639719,687538,5,18,Thursday,OTHER
7639274,687023,4,15,Friday,OTHER
7686570,689055,1,2,Sunday,OTHER
7661441,674446,5,19,Friday,OTHER
7660453,698366,3,12,Monday,OTHER
7683683,694802,1,1,Thursday,OTHER
7644487,685933,2,7,Saturday,OTHER
7660061,696166,4,17,Wednesday,OTHER
7692473,671650,2,5,Wednesday,OTHER
7687913,681565,5,19,Sunday,OTHER
7682915,680615,2,6,Saturday,OTHER
7606099,713502,5,20,Sunday,OTHER
7678759,682509,5,21,Sunday,OTHER
7657674,680680,3,9,Friday,OTHER
7634657,708866,5,21,Sunday,OTHER
7644298,698758,5,19,Thursday,OTHER
7680402,687397,5,19,Monday,OTHER
7648994,685835,5,22,Tuesday,OTHER
7642707,706315,3,11,Monday,OTHER
7678844,668765,2,5,Saturday,OTHER
7628443,673519,5,20,Thursday,OTHER
7687002,682809,4,17,Thursday,OTHER
7641911,717658,5,18,Thursday,OTHER
7679385,700627,2,8,Thursday,OTHER
7645929,684281,3,10,Friday,OTHER
7658088,679282,4,17,Saturday,OTHER
7657258,684163,4,17,Monday,OTHER
7650671,693774,1,1,Thursday,OTHER
7683198,694612,2,6,Thursday,OTHER
7693303,671786,5,19,Thursday,OTHER
7679353,675367,5,18,Sunday,OTHER
7644810,681017,2,5,Friday,OTHER
7666959,699710,5,21,Wednesday,OTHER
7650880,687998,5,19,Monday,OTHER
7645948,684114,1,1,Thursday,STREET CRIMES
7679797,686453,2,6,Tuesday,STREET CRIMES
7670609,667253,3,9,Wednesday,OTHER
7645147,686373,2,9,Tuesday,OTHER
7666227,692739,2,8,Thursday,OTHER
7645728,690855,1,2,Tuesday,STREET CRIMES
7692425,671290,2,8,Friday,OTHER
7684473,676234,3,12,Sunday,OTHER
7693062,673400,4,16,Friday,OTHER
7640253,683555,2,7,Monday,OTHER
7669196,685980,4,14,Monday,OTHER
7684135,681830,5,18,Wednesday,OTHER
7692226,673447,4,15,Wednesday,OTHER
7663916,695876,3,13,Thursday,OTHER
7654775,670905,3,10,Monday,OTHER
7642097,681726,5,20,Saturday,OTHER
7679705,687024,1,1,Wednesday,OTHER
7663654,686849,2,7,Monday,OTHER
7689827,696443,4,13,Saturday,OTHER
7645478,684507,3,12,Monday,OTHER
7690402,692255,2,8,Thursday,STREET CRIMES
7685766,696911,1,1,Friday,OTHER
7654597,704767,1,4,Wednesday,OTHER
7673800,686572,1,3,Monday,OTHER
7668181,681972,4,14,Saturday,STREET CRIMES
7650989,688062,2,5,Wednesday,OTHER
7648508,691639,2,8,Thursday,OTHER
7643288,686573,3,13,Monday,OTHER
7687771,682738,4,14,Friday,OTHER
7648516,702846,4,15,Monday,OTHER
7689897,682641,1,5,Tuesday,OTHER
7684887,681798,1,4,Monday,OTHER
7672275,695278,2,7,Thursday,OTHER
7647405,703163,2,7,Monday,OTHER
7649163,682030,2,6,Thursday,OTHER
7640178,699104,2,6,Saturday,OTHER
7644018,682763,3,10,Monday,STREET CRIMES
7640481,676314,3,9,Sunday,OTHER
7662330,673917,1,4,Saturday,OTHER
7644916,667153,1,4,Tuesday,OTHER
7649697,697931,2,9,Monday,OTHER
7640671,685222,2,8,Tuesday,OTHER
7670801,695517,4,17,Wednesday,OTHER
7680055,673053,4,13,Sunday,OTHER
7673977,690699,2,9,Tuesday,OTHER
7641080,688471,2,5,Thursday,OTHER
7680158,688355,5,21,Thursday,OTHER
7652466,697022,2,7,Friday,OTHER
7680209,695826,2,6,Sunday,OTHER
7626336,709059,3,10,Wednesday,OTHER
7664492,699695,5,22,Wednesday,OTHER
7638511,663691,1,4,Wednesday,OTHER
7632505,666790,5,19,Friday,OTHER
7644386,686468,3,11,Sunday,OTHER
7651659,688462,5,19,Thursday,OTHER
7678856,683007,4,15,Friday,OTHER
7667947,677243,4,16,Friday,OTHER
7648146,684936,2,6,Sunday,OTHER
7618633,688119,3,12,Wednesday,OTHER
7671575,667819,3,12,Wednesday,OTHER
7642248,683975,5,20,Tuesday,OTHER
7645946,684332,3,13,Friday,OTHER
7669508,674601,3,10,Tuesday,STREET CRIMES
7643327,686259,5,22,Tuesday,STREET CRIMES
7629658,712520,1,5,Tuesday,OTHER
7647454,685613,2,6,Thursday,OTHER
7691678,676348,1,3,Saturday,OTHER
7644051,690863,2,6,Monday,OTHER
7659591,685037,5,18,Thursday,OTHER
7634831,669745,3,10,Thursday,OTHER
7657878,674103,1,3,Monday,OTHER
7668828,668923,2,6,Wednesday,OTHER
7667421,693284,4,17,Tuesday,OTHER
7643054,682205,3,9,Saturday,OTHER
7669376,675255,2,5,Sunday,STREET CRIMES
7670435,664939,4,13,Saturday,OTHER
7642545,679588,4,17,Thursday,OTHER
7668712,663739,3,11,Thursday,OTHER
7633665,706930,5,19,Monday,OTHER
7679149,683446,4,14,Monday,OTHER
7640997,684446,5,18,Saturday,OTHER
7668874,686261,5,21,Tuesday,OTHER
7675419,696427,1,1,Sunday,OTHER
7668097,669474,1,4,Sunday,OTHER
7655151,684040,4,17,Tuesday,OTHER
7691773,672200,5,21,Tuesday,OTHER
7690432,681693,1,3,Monday,STREET CRIMES
7652889,681514,5,22,Wednesday,OTHER
7662843,672693,4,13,Saturday,OTHER
7674927,686712,5,20,Monday,OTHER
7658214,672667,2,9,Tuesday,OTHER
7641505,682108,5,20,Friday,OTHER
7645411,684895,3,12,Tuesday,OTHER
7666502,672179,1,3,Thursday,OTHER
7693498,677276,5,21,Saturday,OTHER
7650888,692048,2,8,Monday,OTHER
7678144,693508,1,1,Monday,OTHER
7670591,670055,2,5,Friday,OTHER
7645447,667578,1,3,Thursday,OTHER
7644450,683314,3,9,Sunday,OTHER
7686744,674339,2,7,Tuesday,OTHER
7676033,674111,4,16,Monday,OTHER
7670042,698080,2,7,Thursday,OTHER
7659186,697144,3,10,Friday,OTHER
7647528,687527,4,17,Friday,OTHER
7679072,682042,5,18,Wednesday,OTHER
7671827,696637,3,12,Thursday,OTHER
7684021,676682,4,17,Monday,OTHER
7643112,679422,5,20,Thursday,OTHER
7660312,692494,4,16,Sunday,OTHER
7648320,685649,1,3,Wednesday,OTHER
7658034,683842,5,20,Friday,OTHER
7654942,674674,3,11,Wednesday,OTHER
7648320,685649,4,17,Saturday,OTHER
7651464,701092,3,11,Friday,OTHER
7680857,676294,3,11,Sunday,OTHER
7644625,710536,3,13,Friday,OTHER
7648836,703861,3,11,Sunday,OTHER
7648627,697828,1,4,Sunday,OTHER
7655163,680735,5,20,Sunday,OTHER
7669232,673223,4,17,Wednesday,OTHER
7642121,678636,5,22,Wednesday,OTHER
7637268,716494,3,13,Thursday,OTHER
7645999,699177,1,2,Saturday,OTHER
7646856,692243,1,2,Thursday,OTHER
7688780,676373,4,16,Saturday,OTHER
7648349,694264,3,12,Saturday,OTHER
7642378,686912,1,2,Thursday,OTHER
7645785,702164,4,16,Wednesday,OTHER
7653894,671085,2,5,Wednesday,STREET CRIMES
7668470,688555,3,11,Wednesday,OTHER
7659196,688633,3,12,Monday,OTHER
7692745,678166,3,11,Monday,OTHER
7639668,684668,3,9,Sunday,OTHER
7650137,686718,3,9,Sunday,OTHER
7671667,698059,4,16,Sunday,OTHER
7644487,685933,5,19,Tuesday,STREET CRIMES
7692940,672128,2,5,Saturday,OTHER
7639283,657697,3,13,Monday,OTHER
7650289,686955,4,15,Tuesday,OTHER
7664779,683871,4,14,Monday,OTHER
7659597,696657,1,1,Sunday,OTHER
7657919,687972,1,5,Tuesday,OTHER
7651743,683526,1,1,Sunday,OTHER
7643784,683623,1,4,Thursday,OTHER
7683485,694305,2,8,Monday,OTHER
7679701,684067,2,8,Sunday,OTHER
7643804,714501,2,5,Saturday,OTHER
7671137,663131,2,6,Saturday,OTHER
7670194,673186,2,6,Friday,OTHER
7680616,678713,1,5,Tuesday,OTHER
7644096,685088,1,2,Tuesday,OTHER
7679870,666272,3,13,Friday,OTHER
7647089,711184,3,9,Wednesday,OTHER
7646522,694362,5,20,Sunday,OTHER
7645228,684152,2,6,Saturday,OTHER
7643153,684311,4,15,Monday,OTHER
7650579,687362,5,19,Saturday,OTHER
7613454,707015,2,7,Monday,OTHER
7641222,668761,5,18,Sunday,OTHER
7654697,682149,3,11,Monday,OTHER
7651134,689014,3,10,Friday,OTHER
7648143,683243,3,12,Friday,OTHER
7664373,691466,2,7,Thursday,OTHER
7658235,690886,2,6,Saturday,OTHER
7685058,674400,4,14,Thursday,OTHER
7693318,676310,3,9,Thursday,OTHER
7670860,681543,2,7,Sunday,OTHER
7648595,705610,1,4,Tuesday,OTHER
7669393,668567,4,14,Tuesday,OTHER
7679915,684559,4,14,Friday,OTHER
7691467,691427,5,20,Saturday,OTHER
7655589,681598,3,11,Thursday,OTHER
7675452,681750,3,10,Friday,STREET CRIMES
7648858,699825,5,19,Sunday,OTHER
7669594,669326,2,8,Monday,OTHER
7641991,682069,4,17,Monday,OTHER
7641157,684413,1,3,Wednesday,OTHER
7639115,684280,5,20,Wednesday,OTHER
7641341,679748,3,12,Wednesday,OTHER
7641753,685885,3,10,Tuesday,OTHER
7652721,662656,2,8,Sunday,OTHER
7640094,707251,2,9,Tuesday,OTHER
7629027,671591,3,10,Wednesday,OTHER
7645396,684567,1,3,Wednesday,OTHER
7649489,688886,5,20,Saturday,OTHER
7638533,686734,5,20,Tuesday,OTHER
7657767,680216,3,10,Sunday,OTHER
7655901,674943,5,19,Friday,OTHER
7665334,683067,2,5,Wednesday,OTHER
7685510,675756,5,22,Monday,STREET CRIMES
7669545,688907,1,52,Sunday,STREET CRIMES
7672936,671378,2,9,Tuesday,OTHER
7643453,683557,4,14,Sunday,OTHER
7653576,670167,5,19,Wednesday,OTHER
7687116,690391,4,17,Friday,OTHER
7678643,671098,4,15,Monday,OTHER
7642531,682645,3,12,Thursday,STREET CRIMES
7669007,664972,3,11,Friday,OTHER
7680282,684930,1,1,Monday,OTHER
7670241,694797,3,11,Monday,OTHER
7683694,665871,3,13,Wednesday,OTHER
7639291,684448,3,10,Friday,OTHER
7628093,655826,4,16,Tuesday,OTHER
7664117,686235,4,15,Wednesday,OTHER
7689763,681708,4,14,Friday,OTHER
7651088,691190,1,2,Tuesday,OTHER
7640881,682270,3,9,Wednesday,OTHER
7641833,682226,5,20,Saturday,OTHER
7645574,684396,5,18,Tuesday,STREET CRIMES
7644155,664388,4,15,Wednesday,OTHER
7642628,711204,1,5,Monday,OTHER
7636690,688996,4,14,Friday,OTHER
7670198,677605,1,5,Tuesday,OTHER
7669542,693005,1,5,Tuesday,OTHER
7669267,661861,5,22,Tuesday,OTHER
7690837,692754,4,17,Saturday,OTHER
7656111,681504,1,4,Thursday,OTHER
7691903,676357,5,18,Sunday,OTHER
7666249,695898,3,13,Friday,OTHER
7657879,677169,1,3,Sunday,OTHER
7671581,668621,1,2,Saturday,OTHER
7669180,674315,3,10,Thursday,OTHER
7642310,678624,3,10,Friday,OTHER
7667851,670712,5,20,Tuesday,OTHER
7642708,717806,3,11,Saturday,OTHER
7670151,669237,1,4,Saturday,OTHER
7650579,687362,5,18,Monday,OTHER
7657458,673557,5,21,Wednesday,OTHER
7647118,681201,5,21,Tuesday,OTHER
7684088,693959,4,17,Thursday,OTHER
7690205,675966,5,18,Thursday,OTHER
7662915,699489,4,17,Monday,OTHER
7673149,682541,2,8,Saturday,OTHER
7636581,662340,1,2,Wednesday,OTHER
7658732,693049,1,2,Sunday,OTHER
7642589,686114,4,15,Saturday,OTHER
7636226,663742,1,2,Sunday,OTHER
7629477,670884,5,20,Sunday,OTHER
7675381,680519,3,12,Saturday,OTHER
7686740,674279,3,12,Thursday,OTHER
7662037,665841,3,13,Monday,OTHER
7650061,687490,4,16,Wednesday,OTHER
7644222,701515,1,1,Friday,OTHER
7652984,681666,1,1,Wednesday,OTHER
7647091,689879,1,4,Friday,OTHER
7644992,700377,5,18,Wednesday,OTHER
7645906,694225,1,4,Monday,OTHER
7677057,678958,2,8,Saturday,OTHER
7660501,682291,1,1,Sunday,OTHER
7656060,676112,4,16,Monday,OTHER
7686739,683160,4,15,Wednesday,OTHER
7673397,666350,5,21,Friday,OTHER
7693481,671730,3,12,Tuesday,OTHER
7672114,676105,1,4,Wednesday,OTHER
7651286,661656,3,11,Tuesday,OTHER
7634472,710066,3,12,Monday,OTHER
7657671,681693,4,17,Wednesday,OTHER
7648373,687931,1,3,Sunday,OTHER
7664442,697781,4,17,Sunday,OTHER
7671479,663670,5,18,Sunday,STREET CRIMES
7631874,666135,1,3,Thursday,OTHER
7642276,681793,4,14,Tuesday,OTHER
7671872,696486,3,9,Sunday,OTHER
7668822,665057,3,11,Wednesday,OTHER
7663241,694487,5,21,Tuesday,OTHER
7670699,679298,1,5,Monday,OTHER
7645228,684152,3,12,Wednesday,OTHER
7669106,682360,3,10,Friday,OTHER
7656795,679978,5,19,Sunday,OTHER
7642905,705648,2,9,Tuesday,OTHER
7691445,692403,5,20,Wednesday,OTHER
7643311,683614,2,7,Saturday,OTHER
7675966,672919,3,13,Thursday,OTHER
7683133,671892,1,1,Wednesday,OTHER
7690595,692483,5,19,Friday,OTHER
7640966,685929,4,16,Tuesday,OTHER
7660071,688716,5,21,Tuesday,OTHER
7645574,684396,2,9,Tuesday,STREET CRIMES
7666843,690700,4,14,Friday,OTHER
7647189,685038,4,17,Monday,OTHER
7641590,684314,3,13,Friday,OTHER
7658320,689236,2,6,Monday,OTHER
7672953,687015,5,22,Wednesday,OTHER
7661598,690200,1,1,Wednesday,OTHER
7657324,669918,4,14,Friday,OTHER
7654408,675133,2,5,Wednesday,OTHER
7668856,666449,4,14,Friday,OTHER
7648699,699632,5,21,Thursday,OTHER
7683696,677115,3,13,Wednesday,OTHER
7627898,708283,3,11,Sunday,OTHER
7677182,676420,4,15,Tuesday,OTHER
7637596,708972,2,7,Saturday,OTHER
7641290,681424,2,7,Thursday,OTHER
7656184,688024,3,13,Thursday,OTHER
7666227,692739,5,21,Wednesday,OTHER
7642508,687040,3,11,Sunday,OTHER
7648900,684136,3,10,Sunday,OTHER
7655063,687702,1,4,Tuesday,OTHER
7656306,681838,4,17,Friday,OTHER
7656624,692007,2,7,Wednesday,OTHER
7653882,682687,3,11,Friday,OTHER
7691861,672271,3,13,Tuesday,OTHER
7643928,696702,4,15,Saturday,OTHER
7659041,688904,4,14,Monday,OTHER
7672113,682379,5,19,Monday,OTHER
7643306,673145,2,5,Friday,OTHER
7648891,688520,3,10,Thursday,OTHER
7657116,667622,5,21,Monday,OTHER
7652223,676559,5,20,Sunday,OTHER
7646352,680416,5,22,Monday,OTHER
7656461,701463,1,2,Thursday,OTHER
7659809,682437,2,6,Sunday,OTHER
7693318,676310,1,3,Friday,OTHER
7665625,669571,3,11,Thursday,OTHER
7666167,697102,5,21,Thursday,OTHER
7675133,683159,5,19,Friday,OTHER
7650709,697987,1,52,Sunday,OTHER
7647834,709243,1,4,Monday,OTHER
7642787,682793,3,10,Monday,OTHER
7645136,693067,4,16,Friday,OTHER
7642871,683235,1,1,Saturday,OTHER
7655850,699043,3,12,Saturday,STREET CRIMES
7643211,685144,5,18,Sunday,OTHER
7648352,682754,5,22,Monday,OTHER
7642398,710730,2,7,Sunday,OTHER
7669477,674769,5,21,Saturday,OTHER
7638145,704197,3,12,Sunday,OTHER
7647837,683389,4,17,Monday,OTHER
7676478,680335,2,5,Sunday,OTHER
7642097,681726,5,22,Tuesday,OTHER
7645090,700778,3,9,Sunday,OTHER
7650259,681832,2,8,Thursday,OTHER
7616381,714401,4,17,Tuesday,OTHER
7671941,670523,3,13,Wednesday,OTHER
7645173,698031,4,17,Saturday,OTHER
7658620,687827,4,17,Sunday,OTHER
7644694,684019,4,16,Tuesday,OTHER
7671687,676912,1,3,Sunday,OTHER
7686102,679788,1,4,Thursday,OTHER
7674817,684695,5,18,Friday,OTHER
7642843,679677,4,14,Tuesday,OTHER
7650018,663692,3,11,Friday,OTHER
7641911,681877,4,15,Monday,OTHER
7679728,682541,1,4,Friday,OTHER
7689800,682306,3,9,Friday,OTHER
7671723,682052,5,19,Sunday,OTHER
7666983,694435,4,16,Thursday,OTHER
7626519,706616,5,20,Thursday,OTHER
7637596,708972,3,10,Thursday,OTHER
7668561,680737,5,18,Thursday,OTHER
7656111,681144,5,18,Wednesday,OTHER
7640169,684733,5,21,Monday,OTHER
7681300,678523,2,7,Wednesday,OTHER
7646359,698712,2,7,Friday,STREET CRIMES
7648396,682086,5,21,Friday,OTHER
7680454,688333,2,8,Thursday,OTHER
7641988,686521,5,20,Saturday,OTHER
7661639,667839,5,21,Sunday,OTHER
7654476,684319,5,21,Saturday,OTHER
7648529,700074,1,1,Monday,OTHER
7624414,709984,3,12,Friday,STREET CRIMES
7679739,682046,5,19,Friday,OTHER
7669352,676629,4,16,Friday,OTHER
7650320,687621,1,1,Sunday,OTHER
7661757,662565,3,12,Monday,OTHER
7680282,684930,1,3,Tuesday,OTHER
7676300,701045,3,9,Thursday,OTHER
7659737,689266,4,13,Sunday,OTHER
7669872,693709,5,19,Sunday,OTHER
7651667,676531,1,4,Tuesday,OTHER
7667410,664786,2,7,Tuesday,OTHER
7662516,677363,1,2,Thursday,OTHER
7636340,708563,3,13,Friday,OTHER
7642917,682848,1,3,Monday,OTHER
7645948,684114,5,20,Saturday,OTHER
7667740,689759,5,19,Monday,OTHER
7643213,683375,4,14,Monday,OTHER
7627792,708514,5,18,Friday,OTHER
7637923,717057,5,22,Monday,OTHER
7652257,670954,4,15,Monday,OTHER
7640421,683913,3,13,Tuesday,OTHER
7641337,685871,5,19,Tuesday,OTHER
7649489,688886,1,3,Thursday,OTHER
7641630,683659,5,22,Monday,OTHER
7690578,681274,5,22,Monday,OTHER
7625818,712526,1,4,Thursday,OTHER
7644865,704388,5,20,Friday,OTHER
7654494,679943,3,13,Friday,OTHER
7644474,683137,1,3,Friday,OTHER
7642580,716780,2,8,Wednesday,STREET CRIMES
7642248,683975,1,3,Wednesday,OTHER
7667015,673051,4,16,Friday,OTHER
7642713,684226,1,2,Wednesday,OTHER
7681906,666469,4,17,Sunday,OTHER
7648179,663192,4,15,Sunday,OTHER
7644308,674817,5,21,Wednesday,OTHER
7654846,670799,1,4,Sunday,OTHER
7669666,668906,4,14,Monday,OTHER
7683270,682756,1,4,Sunday,OTHER
7688441,679303,1,3,Thursday,OTHER
7643661,682626,2,9,Tuesday,OTHER
7655626,679121,1,4,Monday,OTHER
7648858,699825,5,22,Wednesday,OTHER
7668458,682303,5,18,Sunday,OTHER
7672651,695973,4,16,Thursday,OTHER
7658188,688248,2,6,Monday,OTHER
7679777,674485,4,16,Saturday,OTHER
7671879,685951,4,17,Sunday,OTHER
7679303,679803,5,19,Saturday,OTHER
7661790,674101,1,3,Wednesday,OTHER
7675158,666409,3,10,Thursday,OTHER
7680318,699524,5,19,Saturday,OTHER
7646606,694415,2,8,Monday,OTHER
7645534,683843,5,20,Tuesday,OTHER
7638154,681607,1,4,Friday,OTHER
7649836,675729,4,14,Thursday,OTHER
7661922,690346,5,20,Sunday,OTHER
7634155,709791,1,1,Wednesday,OTHER
7644982,683369,4,17,Sunday,OTHER
7648778,688567,1,1,Saturday,OTHER
7673935,661503,5,22,Tuesday,OTHER
7676455,684541,4,16,Thursday,OTHER
7655403,683600,2,8,Friday,OTHER
7650159,682796,2,7,Friday,OTHER
7675313,687330,5,21,Thursday,OTHER
7655098,674273,1,2,Tuesday,OTHER
7657986,674434,5,21,Sunday,OTHER
7644559,683578,3,13,Monday,OTHER
7673332,682219,5,21,Wednesday,OTHER
7674468,683415,1,1,Thursday,OTHER
7646183,689506,5,20,Friday,OTHER
7669148,670398,1,1,Monday,OTHER
7624094,709457,3,10,Monday,OTHER
7671252,666299,3,12,Sunday,OTHER
7638983,682999,3,9,Friday,OTHER
